p1_agent,p1_params,p1_label,p2_agent,p2_params,p2_label,games,p1_wins,p2_wins,draws,p1_winrate,p2_winrate,time_s,file
MinMax,{'max_depth': 6},MinMax[max_depth=6],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,50,0,0,1.0,0.0,1039.52,sweep_results/MinMax[max_depth=6]_vs_AlphaBeta[max_depth=6].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,48,2,0,0.96,0.04,1343.05,sweep_results/MinMax[max_depth=6]_vs_MCTS[max_iterations=5000].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,49,1,0,0.98,0.02,1716.09,sweep_results/MinMax[max_depth=6]_vs_MCTS[max_iterations=10000].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,48,2,0,0.96,0.04,2054.73,sweep_results/MinMax[max_depth=6]_vs_MCTS[max_iterations=15000].txt
MinMax,{'max_depth': 6},MinMax[max_depth=6],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,49,1,0,0.98,0.02,2246.15,sweep_results/MinMax[max_depth=6]_vs_MCTS[max_iterations=20000].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],Random,{},Random,50,50,0,0,1.0,0.0,0.15,sweep_results/AlphaBeta[max_depth=1]_vs_Random.txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],RuleBased,{},RuleBased,50,0,50,0,0.0,1.0,0.74,sweep_results/AlphaBeta[max_depth=1]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,0.19,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=1].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,0.59,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=2].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,0,50,0,0.0,1.0,9.52,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=3].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,0,50,0,0.0,1.0,47.03,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=4].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,175.26,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=5].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,50,0,0.0,1.0,616.0,sweep_results/AlphaBeta[max_depth=1]_vs_MinMax[max_depth=6].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,0.18,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=1].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,0.35,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=2].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,0,50,0,0.0,1.0,3.27,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=3].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,0,50,0,0.0,1.0,12.75,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=4].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,34.42,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=5].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,50,0,0.0,1.0,94.44,sweep_results/AlphaBeta[max_depth=1]_vs_AlphaBeta[max_depth=6].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,41,9,0,0.82,0.18,554.8,sweep_results/AlphaBeta[max_depth=1]_vs_MCTS[max_iterations=5000].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,43,7,0,0.86,0.14,914.22,sweep_results/AlphaBeta[max_depth=1]_vs_MCTS[max_iterations=10000].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,45,5,0,0.9,0.1,1355.91,sweep_results/AlphaBeta[max_depth=1]_vs_MCTS[max_iterations=15000].txt
AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,48,1,1,0.96,0.02,1594.53,sweep_results/AlphaBeta[max_depth=1]_vs_MCTS[max_iterations=20000].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],Random,{},Random,50,50,0,0,1.0,0.0,0.82,sweep_results/AlphaBeta[max_depth=2]_vs_Random.txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,2.93,sweep_results/AlphaBeta[max_depth=2]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,1.07,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=1].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,2.52,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=2].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,0,50,0,0.0,1.0,17.49,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=3].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,0,50,0,0.0,1.0,51.7,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=4].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,50,0,0,1.0,0.0,200.72,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=5].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,50,0,0.0,1.0,764.43,sweep_results/AlphaBeta[max_depth=2]_vs_MinMax[max_depth=6].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,0.97,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=1].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,1.49,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=2].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,0,50,0,0.0,1.0,9.34,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=3].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,0,50,0,0.0,1.0,12.92,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=4].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,50,0,0,1.0,0.0,35.78,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=5].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,50,0,0.0,1.0,132.63,sweep_results/AlphaBeta[max_depth=2]_vs_AlphaBeta[max_depth=6].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,49,1,0,0.98,0.02,706.75,sweep_results/AlphaBeta[max_depth=2]_vs_MCTS[max_iterations=5000].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,48,2,0,0.96,0.04,1155.68,sweep_results/AlphaBeta[max_depth=2]_vs_MCTS[max_iterations=10000].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,46,4,0,0.92,0.08,1512.26,sweep_results/AlphaBeta[max_depth=2]_vs_MCTS[max_iterations=15000].txt
AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,39,11,0,0.78,0.22,1819.3,sweep_results/AlphaBeta[max_depth=2]_vs_MCTS[max_iterations=20000].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],Random,{},Random,50,50,0,0,1.0,0.0,1.96,sweep_results/AlphaBeta[max_depth=3]_vs_Random.txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,5.82,sweep_results/AlphaBeta[max_depth=3]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,2.32,sweep_results/AlphaBeta[max_depth=3]_vs_MinMax[max_depth=1].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,3.14,sweep_results/AlphaBeta[max_depth=3]_vs_MinMax[max_depth=2].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,0,50,0,0.0,1.0,18.65,sweep_results/AlphaBeta[max_depth=3]_vs_MinMax[max_depth=3].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,50,0,0,1.0,0.0,65.08,sweep_results/AlphaBeta[max_depth=3]_vs_MinMax[max_depth=4].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,50,0,0,1.0,0.0,198.35,sweep_results/AlphaBeta[max_depth=3]_vs_MinMax[max_depth=5].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,50,0,0.0,1.0,729.57,sweep_results/AlphaBeta[max_depth=3]_vs_MinMax[max_depth=6].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,2.35,sweep_results/AlphaBeta[max_depth=3]_vs_AlphaBeta[max_depth=1].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,2.62,sweep_results/AlphaBeta[max_depth=3]_vs_AlphaBeta[max_depth=2].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,0,50,0,0.0,1.0,11.1,sweep_results/AlphaBeta[max_depth=3]_vs_AlphaBeta[max_depth=3].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,50,0,0,1.0,0.0,22.97,sweep_results/AlphaBeta[max_depth=3]_vs_AlphaBeta[max_depth=4].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,50,0,0,1.0,0.0,43.85,sweep_results/AlphaBeta[max_depth=3]_vs_AlphaBeta[max_depth=5].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,50,0,0.0,1.0,133.73,sweep_results/AlphaBeta[max_depth=3]_vs_AlphaBeta[max_depth=6].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,43,7,0,0.86,0.14,649.29,sweep_results/AlphaBeta[max_depth=3]_vs_MCTS[max_iterations=5000].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,47,3,0,0.94,0.06,1038.99,sweep_results/AlphaBeta[max_depth=3]_vs_MCTS[max_iterations=10000].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,47,3,0,0.94,0.06,1430.06,sweep_results/AlphaBeta[max_depth=3]_vs_MCTS[max_iterations=15000].txt
AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,48,2,0,0.96,0.04,1685.57,sweep_results/AlphaBeta[max_depth=3]_vs_MCTS[max_iterations=20000].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],Random,{},Random,50,50,0,0,1.0,0.0,4.77,sweep_results/AlphaBeta[max_depth=4]_vs_Random.txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,11.45,sweep_results/AlphaBeta[max_depth=4]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,5.59,sweep_results/AlphaBeta[max_depth=4]_vs_MinMax[max_depth=1].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,6.39,sweep_results/AlphaBeta[max_depth=4]_vs_MinMax[max_depth=2].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,50,0,0,1.0,0.0,10.16,sweep_results/AlphaBeta[max_depth=4]_vs_MinMax[max_depth=3].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,0,50,0,0.0,1.0,63.7,sweep_results/AlphaBeta[max_depth=4]_vs_MinMax[max_depth=4].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,213.69,sweep_results/AlphaBeta[max_depth=4]_vs_MinMax[max_depth=5].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,50,0,0,1.0,0.0,894.39,sweep_results/AlphaBeta[max_depth=4]_vs_MinMax[max_depth=6].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,5.26,sweep_results/AlphaBeta[max_depth=4]_vs_AlphaBeta[max_depth=1].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,5.64,sweep_results/AlphaBeta[max_depth=4]_vs_AlphaBeta[max_depth=2].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,50,0,0,1.0,0.0,6.43,sweep_results/AlphaBeta[max_depth=4]_vs_AlphaBeta[max_depth=3].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,0,50,0,0.0,1.0,22.75,sweep_results/AlphaBeta[max_depth=4]_vs_AlphaBeta[max_depth=4].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,51.53,sweep_results/AlphaBeta[max_depth=4]_vs_AlphaBeta[max_depth=5].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,50,0,0,1.0,0.0,164.57,sweep_results/AlphaBeta[max_depth=4]_vs_AlphaBeta[max_depth=6].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,42,8,0,0.84,0.16,620.27,sweep_results/AlphaBeta[max_depth=4]_vs_MCTS[max_iterations=5000].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,48,2,0,0.96,0.04,997.88,sweep_results/AlphaBeta[max_depth=4]_vs_MCTS[max_iterations=10000].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,48,2,0,0.96,0.04,1468.13,sweep_results/AlphaBeta[max_depth=4]_vs_MCTS[max_iterations=15000].txt
AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,50,0,0,1.0,0.0,1684.88,sweep_results/AlphaBeta[max_depth=4]_vs_MCTS[max_iterations=20000].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],Random,{},Random,50,50,0,0,1.0,0.0,14.7,sweep_results/AlphaBeta[max_depth=5]_vs_Random.txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,39.13,sweep_results/AlphaBeta[max_depth=5]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,19.18,sweep_results/AlphaBeta[max_depth=5]_vs_MinMax[max_depth=1].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,20.06,sweep_results/AlphaBeta[max_depth=5]_vs_MinMax[max_depth=2].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,50,0,0,1.0,0.0,23.67,sweep_results/AlphaBeta[max_depth=5]_vs_MinMax[max_depth=3].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,50,0,0,1.0,0.0,85.83,sweep_results/AlphaBeta[max_depth=5]_vs_MinMax[max_depth=4].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,266.59,sweep_results/AlphaBeta[max_depth=5]_vs_MinMax[max_depth=5].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,0,50,0,0.0,1.0,1251.97,sweep_results/AlphaBeta[max_depth=5]_vs_MinMax[max_depth=6].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,34.79,sweep_results/AlphaBeta[max_depth=5]_vs_AlphaBeta[max_depth=1].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,35.36,sweep_results/AlphaBeta[max_depth=5]_vs_AlphaBeta[max_depth=2].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,50,0,0,1.0,0.0,36.57,sweep_results/AlphaBeta[max_depth=5]_vs_AlphaBeta[max_depth=3].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,50,0,0,1.0,0.0,100.76,sweep_results/AlphaBeta[max_depth=5]_vs_AlphaBeta[max_depth=4].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,211.19,sweep_results/AlphaBeta[max_depth=5]_vs_AlphaBeta[max_depth=5].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,50,0,0.0,1.0,374.97,sweep_results/AlphaBeta[max_depth=5]_vs_AlphaBeta[max_depth=6].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,48,2,0,0.96,0.04,902.6,sweep_results/AlphaBeta[max_depth=5]_vs_MCTS[max_iterations=5000].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,47,3,0,0.94,0.06,1406.55,sweep_results/AlphaBeta[max_depth=5]_vs_MCTS[max_iterations=10000].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,47,3,0,0.94,0.06,1822.91,sweep_results/AlphaBeta[max_depth=5]_vs_MCTS[max_iterations=15000].txt
AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,49,1,0,0.98,0.02,2222.03,sweep_results/AlphaBeta[max_depth=5]_vs_MCTS[max_iterations=20000].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],Random,{},Random,50,50,0,0,1.0,0.0,53.66,sweep_results/AlphaBeta[max_depth=6]_vs_Random.txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],RuleBased,{},RuleBased,50,50,0,0,1.0,0.0,120.21,sweep_results/AlphaBeta[max_depth=6]_vs_RuleBased.txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MinMax,{'max_depth': 1},MinMax[max_depth=1],50,50,0,0,1.0,0.0,77.83,sweep_results/AlphaBeta[max_depth=6]_vs_MinMax[max_depth=1].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MinMax,{'max_depth': 2},MinMax[max_depth=2],50,50,0,0,1.0,0.0,79.44,sweep_results/AlphaBeta[max_depth=6]_vs_MinMax[max_depth=2].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MinMax,{'max_depth': 3},MinMax[max_depth=3],50,50,0,0,1.0,0.0,85.75,sweep_results/AlphaBeta[max_depth=6]_vs_MinMax[max_depth=3].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MinMax,{'max_depth': 4},MinMax[max_depth=4],50,50,0,0,1.0,0.0,245.06,sweep_results/AlphaBeta[max_depth=6]_vs_MinMax[max_depth=4].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MinMax,{'max_depth': 5},MinMax[max_depth=5],50,0,50,0,0.0,1.0,712.82,sweep_results/AlphaBeta[max_depth=6]_vs_MinMax[max_depth=5].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MinMax,{'max_depth': 6},MinMax[max_depth=6],50,50,0,0,1.0,0.0,1685.54,sweep_results/AlphaBeta[max_depth=6]_vs_MinMax[max_depth=6].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],AlphaBeta,{'max_depth': 1},AlphaBeta[max_depth=1],50,50,0,0,1.0,0.0,77.7,sweep_results/AlphaBeta[max_depth=6]_vs_AlphaBeta[max_depth=1].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],AlphaBeta,{'max_depth': 2},AlphaBeta[max_depth=2],50,50,0,0,1.0,0.0,77.94,sweep_results/AlphaBeta[max_depth=6]_vs_AlphaBeta[max_depth=2].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],AlphaBeta,{'max_depth': 3},AlphaBeta[max_depth=3],50,50,0,0,1.0,0.0,79.78,sweep_results/AlphaBeta[max_depth=6]_vs_AlphaBeta[max_depth=3].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],AlphaBeta,{'max_depth': 4},AlphaBeta[max_depth=4],50,50,0,0,1.0,0.0,176.58,sweep_results/AlphaBeta[max_depth=6]_vs_AlphaBeta[max_depth=4].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],AlphaBeta,{'max_depth': 5},AlphaBeta[max_depth=5],50,0,50,0,0.0,1.0,392.38,sweep_results/AlphaBeta[max_depth=6]_vs_AlphaBeta[max_depth=5].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],50,0,0,50,0.0,0.0,435.53,sweep_results/AlphaBeta[max_depth=6]_vs_AlphaBeta[max_depth=6].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],50,46,4,0,0.92,0.08,1205.75,sweep_results/AlphaBeta[max_depth=6]_vs_MCTS[max_iterations=5000].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MCTS,{'max_iterations': 10000},MCTS[max_iterations=10000],50,45,5,0,0.9,0.1,1924.43,sweep_results/AlphaBeta[max_depth=6]_vs_MCTS[max_iterations=10000].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MCTS,{'max_iterations': 15000},MCTS[max_iterations=15000],50,48,2,0,0.96,0.04,2516.88,sweep_results/AlphaBeta[max_depth=6]_vs_MCTS[max_iterations=15000].txt
AlphaBeta,{'max_depth': 6},AlphaBeta[max_depth=6],MCTS,{'max_iterations': 20000},MCTS[max_iterations=20000],50,50,0,0,1.0,0.0,2759.6,sweep_results/AlphaBeta[max_depth=6]_vs_MCTS[max_iterations=20000].txt
MCTS,{'max_iterations': 5000},MCTS[max_iterations=5000],Random,{},Random,50,48,2,0,0.96,0.04,909.96,sweep_results/MCTS[max_iterations=5000]_vs_Random.txt
